isbsg_project_id,external_eef_data_quality_rating,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_group,project_prf_application_type,project_prf_development_type,tech_tf_development_platform,tech_tf_language_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,project_prf_case_tool_used,process_pmf_development_methodologies,process_pmf_prototyping_used,process_pmf_docs,tech_tf_architecture,tech_tf_client_server,tech_tf_client_roles,tech_tf_server_roles,tech_tf_type_of_server,tech_tf_type_of_server.1,tech_tf_client/server_description,tech_tf_web_development,tech_tf_dbms_used,tech_tf_tools_used,people_prf_project_user_involvement,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_1_yr,people_prf_it_experience_1_to_3_yr,people_prf_it_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,project_prf_total_project_cost,project_prf_cost_currency,project_prf_currency_multiple
23839,b,2012,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,c#,54.0,s,888,525,2.6,,4.9,25.4,,6.9,5-8,2.0,,agile development,,1,stand alone,,web public interface,html/web server;security/authentication,,,,,yes,0,,,,,,,,,,,,,,,,no
15148,b,2009,manufacturing,government;community services,business application,"catalogue/register of things or events;customer billing;financial transaction process/accounting;job, case, incident, project management;management or performance reporting;online analysis and reporting;workflow support & management;mathematical modelling",new development,pc,5gl,proprietary agile platform,375.0,m2,4487,3337,1.8,2.6,,138.5,13.3,13.0,3-4,,,agile development,,3,multi-tier with web public interface,yes,run a computer-human interface;data entry & validation;data retrieval & presentation;web/html browser,database server;html/web server,,,,web,yes,0,,1.0,1.0,,,,,,,1.0,,0.0,1.0,,,no
32725,a,2011,service industry,education institution,,online analysis and reporting,enhancement,proprietary,4gl,java,9.0,m1,12,20,1.0,1.3,,0.9,,10.0,1,3.0,,agile development,,2,multi-tier with web public interface,,,,,,,,,0,,,,,,,,2.0,3.0,1.0,,,,201925.0,,
23265,b,2013,service industry,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,,3gl,.net,3.0,xxs,25,57,30.3,31.2,,0.2,0.4,13.1,,,,agile development,,1,,,,,,,,,yes,0,,,,,,,,1.0,,,,,,,,
15148,b,2012,government,transport & storage,business application,business application,new development,pc,3gl,c#,31.0,m1,100,141,6.4,7.3,,16.9,,9.9,3-4,4.0,,agile development,,3,multi-tier with web public interface,,,html/web server;security/authentication,,,,,yes,0,,,,,,,,,,,8.0,,1.0,,,
30621,b,2009,government,surveillance & security,business application,content management system;dynamic website,enhancement,pc,3gl,java,64.0,s,10,13,0.5,0.6,170.8,35.9,40.4,16.8,,2.0,,agile development;extreme programming xp;iterative;rapid application development rad;scrum;timeboxing;unified process;imes oom,,16,stand alone,,,,,,,web,yes,0,,,,3.0,,,,,,,,0.0,1.0,,"european, euro",
16563,b,2012,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,,surveillance and security,enhancement,pc,3gl,c#,326.0,s,8760,4645,9.7,10.9,0.9,102.9,,4.8,,6.0,,agile development,,1,,,,,,,,,yes,0,,,,4.0,,,,22.0,,,,0.0,,,,no
31969,b,2012,medical & health care,information technology,business application,auditing management,new development,,4gl,java,68.0,m2,25,39,1.7,2.1,1.8,56.6,12.8,6.7,,,,agile development,,15,stand alone,,,,,,,web,,0,,,,,,,,,,24.0,,,,,"european, euro",
15011,a,2010,government,government,business application,content management system;dynamic website,new development,,3gl,c#,596.0,m2,1681,714,0.7,0.8,,36.1,,15.9,,4.0,,agile development,yes,20,multi-tier with web public interface,,run a computer-human interface;business logic or rule processing;data entry & validation;data retrieval & presentation,database server;file &/or print server;html/web server;mail server;security/authentication,,,,web,yes,0,,0.0,,,,,,,,,,0.0,,,,
30466,a,2014,government,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,,3gl,c#,199.0,m1,466,294,0.8,1.0,,37.6,2.9,10.1,1,,,agile development,,19,stand alone,,,,,,,,,0,,,,,,,,,,,,,,139616.0,,
22347,b,2009,banking,government,business application,surveillance and security,enhancement,pc,3gl,oracle,75.0,xxs,3545,1923,,27.6,173.9,1.1,2.7,18.5,1,,,agile development,,10,stand alone,yes,,,,,,web,yes,2,,,,,,,,,,,,0.0,,172283.0,,
32725,c,2011,education,government,business application,catalogue/register of things or events,enhancement,,4gl,c#,469.0,m2,529,246,0.7,0.8,,122.3,82.9,3.7,,4.0,,agile development,,20,client server,no,,,,,,web,,0,,,,,,,,,,,23.0,,,163872.0,,
11801,b,2010,government,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,new development,proprietary,4gl,javascript,86.0,xs,7895,3540,59.1,59.1,,25.9,,5.2,5-8,13.0,,agile development,,1,client server,yes,,html/web server;security/authentication,,,,web,,0,,8.0,,,,,,,,1.0,,,,177592.0,,
31166,a,2013,government,transport & storage,business application,surveillance and security,enhancement,pc,3gl,c#,119.0,m1,38,34,1.0,1.3,,29.3,,9.8,1,2.0,,agile development,,20,stand alone,yes,,,,,,,,0,,,,,,,,,,,,,,106445.0,"canada, dollar",
14621,a,2013,service industry,government,business application,content management system;dynamic website,enhancement,pc,3gl,java,42.0,s,50,39,8.4,10.0,,76.2,4.9,0.9,,,,agile development;personal software process psp;unified process,,20,client server,no,run a computer-human interface;business logic or rule processing;data entry & validation;data retrieval & presentation,database server,,,,web,,0,,,,,,,,,,,,0.0,0.0,17019.0,"canada, dollar",
23552,b,2014,service industry,community services,business application,business application,enhancement,multi,3gl,c#,103.0,xs,320,198,6.9,8.0,0.0,84.3,107.4,1.4,1,4.0,,agile development,,9,stand alone,yes,,,,,,web,,0,,,,,,,,,,,,,,,,no
31969,a,2010,service industry,education institution,business application,surveillance and security,enhancement,pc,3gl,proprietary agile platform,292.0,m1,20267,10489,42.1,45.2,15.1,85.6,51.4,5.2,2,,,agile development;personal software process psp;unified process,,18,stand alone,yes,,database server,,,,web,yes,1,,1.0,,,,,,1.0,,0.0,,,12.0,50717.0,"european, euro",
10279,b,2013,education,transport & storage,business application,project management,enhancement,mr,4gl,c#,3.0,xxs,42,83,43.6,43.2,0.1,4.2,0.4,4.5,,4.0,,agile development,,1,multi-tier with web public interface,,,,,,,,,0,,,,,,,,,,,,,,,,no
13695,b,2013,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,,3gl,oracle,7.0,m1,11,21,1.0,1.3,,1.1,1.7,10.5,1,,,agile development,,1,stand alone,,,,,,,,yes,0,,,,,,,,,5.0,,21.0,,,192383.0,,
19161,a,2009,medical & health care,biotech,business application,course management,enhancement,,3gl,c++,1116.0,m2,13973,9068,1.9,2.5,9.4,266.3,81.9,14.0,,16.0,,agile development;personal software process psp;unified process,,10,stand alone,yes,run a computer-human interface;data entry & validation;data retrieval & presentation;web/html browser;security,,,,,,yes,0,,,0.0,,,,,,,,,2.0,0.0,,"canada, dollar",
32296,b,2009,government,government,business application,proposal builder,new development,pc,4gl,c#,322.0,m1,1005,501,0.7,0.8,,6.6,,19.0,,,,agile development,,19,client server,,web/html browser,,,,,,yes,2,,0.0,,,,,,,,1.0,,1.0,2.0,,,
23319,b,2010,education,all industry organization types,infrastructure software,auditing management,new development,pc,3gl,javascript,108.0,m1,11065,8700,24.5,25.1,,146.8,118.9,1.1,41-50,30.0,,agile development,,1,multi-tier with web public interface,,,database server,,,,web,,0,,,,,,,,,,,37.0,,,,,no
25559,b,2012,education,"education institution;electricity, gas, water;ieee",business application,auditing management,enhancement,pc,3gl,c#,49.0,xxs,19,15,0.7,0.7,33.4,7.2,17.0,16.0,1,2.0,no,agile development,,11,stand alone,,,,,,,,,0,,,,,,,,,,,,,,,,
27970,a,2012,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,,3gl,proprietary agile platform,205.0,s,332,265,0.5,0.5,,26.4,,8.4,1,,no,agile development,,20,multi-tier with web public interface,,run a computer-human interface;business logic or rule processing;data entry & validation;data retrieval & presentation,database server,,,,,yes,0,,,,,,,,,,,,0.0,0.0,,"united states, dollar",no
17293,b,2012,electronics & computers,government;community services,business application,catalogue/register of things or events,enhancement,proprietary,3gl,c#,9.0,m1,178,232,3.8,5.1,,15.8,2.0,4.1,,16.0,,agile development,,1,multi-tier with web public interface,,,,,,,web,,0,,,,,,,,,7.0,,,,,32123.0,,no
14525,a,2014,service industry,community services,,electronic data interchange,enhancement,pc,3gl,c#,729.0,m2,12149,6218,7.8,9.4,,220.5,89.1,1.7,5-8,10.0,yes,agile development,,19,client server,,business logic or rule processing;data entry & validation;data retrieval & presentation,database server;html/web server,,,,,yes,0,,0.0,,,,,,,,,,0.0,0.0,,"european, euro",
19363,b,2011,education,surveillance & security,business application,security controls,enhancement,,3gl,c#,75.0,xxs,5045,3248,30.1,,19.3,7.1,,13.0,1,3.0,,agile development;personal software process psp;unified process,yes,1,stand alone,,,,,,,web,yes,0,,,5.0,,,,,,,,,,,,,
17137,b,2012,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,new development,,3gl,c#,5.0,xs,2937,2790,117.5,115.6,,0.2,0.3,8.6,1,19.0,,agile development,,1,,,,,,,,,yes,0,,,,,,,,2.0,,,10.0,0.0,0.0,,,
31166,a,2011,wholesale & retail,"financial, property & business services",business application,security controls,enhancement,pc,3gl,proprietary agile platform,896.0,m2,6548,4015,0.9,1.1,,500.7,94.8,11.7,2,6.0,no,agile development;joint application development jad;multifunctional teams,,19,multi-tier with web public interface,yes,data entry & validation;data retrieval & presentation;device/equipment interface,database server;file &/or print server;html/web server;mail server;security/authentication,,,,,yes,0,,8.0,1.0,,,,,,4.0,1.0,,0.0,1.0,,"european, euro",
31103,b,2009,government,aerospace / automotive,business application,airport management,enhancement,pc,3gl,java,513.0,m1,13946,8520,6.4,7.6,,,86.2,2.1,,14.0,,agile development,,1,multi-tier with web public interface,,data entry & validation;data retrieval & presentation;web/html browser,,,,,,,0,,0.0,0.0,,,,,2.0,,,,0.0,0.0,,"european, euro",no
31103,b,2013,education,"education institution;electricity, gas, water;ieee",business application,content management system;dynamic website,enhancement,proprietary,5gl,proprietary agile platform,16.0,xs,16,29,2.6,3.3,,13.4,,5.9,1,5.0,,agile development,,1,multi-tier with web public interface,,,,,,,,,0,,,,,,,,,,,,,,,,no
14535,b,2008,medical & health care,medical and health care,business application,auditing management,new development,pc,3gl,oracle,156.0,s,4717,3509,11.3,12.1,,17.5,,15.4,21-30,14.0,,agile development,,1,multi-tier with web public interface,yes,,data acquisation,,,,,yes,0,,,,6.0,,,,0.0,,,19.0,0.0,,104807.0,,
30658,b,2011,medical & health care,high tech,infrastructure software,security controls,enhancement,pc,3gl,proprietary agile platform,924.0,m1,4676,2242,0.6,0.7,,252.6,287.8,2.3,,4.0,yes,agile development,,20,stand alone,yes,web/html browser,,,,,web,,0,,,,,,,,,,,,,0.0,,"canada, dollar",
26861,b,2011,financial,community services;institutions eg. kindergartens,business application,business application,enhancement,proprietary,5gl,java,1138.0,s,15380,8694,10.2,11.4,,82.8,,11.7,1,12.0,yes,agile development;unified process,,8,stand alone,,,,,,,,,0,,,,,,,,,5.0,,,,,,,
16563,b,2014,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,.net,18.0,xs,23,26,1.8,2.1,4.1,3.0,,6.8,1,2.0,,agile development,,2,stand alone,,,,,,,,yes,0,,,,,,,,,,,,,,,"canada, dollar",
15148,b,2013,banking,government,business application,business application,enhancement,pc,4gl,java,7.0,xs,3209,2675,102.8,101.8,,12.4,5.2,1.4,,6.0,,agile development,,1,stand alone,,,html/web server;multi-user legacy application,,,,,yes,0,,,,,,,,,,,27.0,,0.0,,,no
32725,a,2009,government,"education institution;electricity, gas, water;ieee",business application,surveillance and security,enhancement,,3gl,c#,235.0,s,230,205,0.5,0.5,161.8,19.4,9.6,18.0,1,2.0,,agile development;multifunctional teams;scrum,,19,,,run a computer-human interface;data entry & validation;data retrieval & presentation;web/html browser;security,,,,,,yes,1,,,,,,,,,,,,0.0,,96401.0,,
25081,b,2010,government,surveillance & security,infrastructure software,financial transaction process/accounting;management or performance reporting;data warehouse system,new development,pc,3gl,proprietary agile platform,967.0,,11569,6743,0.8,1.0,1.5,275.7,72.9,10.7,21-30,4.0,yes,agile development,,18,stand alone,,web/html browser,,,,,,yes,1,,,2.0,,,,,,,2.0,,2.0,1.0,303890.0,"european, euro",
13784,a,2013,government,"education institution;electricity, gas, water;ieee",infrastructure software,business application,enhancement,pc,3gl,c#,202.0,m2,4872,3804,13.1,15.2,,27.6,51.7,9.7,9-14,,yes,agile development;scrum,,3,stand alone,yes,,database server,,,,web,yes,0,,2.0,,,,,,0.0,,0.0,,0.0,0.0,200864.0,"european, euro",
32725,b,2012,education,government,business application,mathematical modelling finance or eng.;software development tool,enhancement,proprietary,4gl,c#,409.0,m1,6279,2526,4.3,5.2,,92.2,,5.2,2,9.0,no,agile development,,18,multi-tier with web public interface,,,html/web server;multi-user legacy application,,,,web,,0,,,,3.0,,,,0.0,8.0,0.0,,,1.0,287127.0,,no
14525,b,2014,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,business application,new development,proprietary,5gl,c#,58.0,xxs,1404,809,15.8,16.2,,56.3,16.4,1.3,1,12.0,,agile development,,1,multi-tier with web public interface,,,,,,,web,,0,,,,,,,,,,,,,,,,no
16039,a,2013,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,,3gl,c#,39.0,s,1593,1652,17.4,19.2,3.0,25.9,17.4,3.3,1,,,agile development;multifunctional teams;scrum,,1,stand alone,,,,,,,,,0,,,,,,,,1.0,,,13.0,1.0,0.0,,"canada, dollar",
29221,b,2013,government,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,.net,4.0,xs,9,9,2.1,2.6,,,0.4,3.8,1,,,agile development,yes,14,stand alone,,,,,,,,yes,0,,,,,,,,,9.0,,,,,,,
16563,b,2014,service industry,government,business application,surveillance and security,new development,proprietary,4gl,proprietary agile platform,159.0,m1,112,109,0.5,0.5,,169.8,68.4,1.3,,,,agile development,,6,multi-tier with web public interface,,,multi-user legacy application,,,,,,0,,,,,,,,,,4.0,,,,,"canada, dollar",no
25415,a,2012,manufacturing,biotech,business application,catalogue/register of things or events,new development,pc,3gl,java,1124.0,m1,40205,21792,47.2,48.6,,261.3,221.3,2.2,2,,,agile development,,7,multi-tier with web public interface,,run a computer-human interface;business logic or rule processing;database server,,,,,,yes,0,,0.0,,,,,,,,4.0,9.0,1.0,0.0,59679.0,"european, euro",
19363,a,2013,government,education institution,business application,online analysis and reporting,new development,pc,4gl,proprietary agile platform,14.0,m1,9,10,1.0,1.3,,22.9,14.3,5.4,,,,agile development,,14,,,,,,,,web,,0,,,,,,,,,,18.0,,,,,"european, euro",no
14621,b,2013,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,new development,pc,4gl,javascript,4.0,xxs,9,10,2.5,3.1,,0.9,0.3,4.0,1,3.0,,agile development,,5,stand alone,,,,,,,,yes,0,,,1.0,,,,,,,4.0,,,,,"european, euro",
25559,a,2008,financial,"education institution;electricity, gas, water;ieee",business application,business application,enhancement,pc,3gl,c#,23.0,xs,1818,1114,29.4,29.6,27.3,10.0,1.7,4.7,9-14,8.0,,agile development;multifunctional teams;scrum,,15,client server,yes,,database server,,,,,yes,2,,0.0,8.0,,,,,,6.0,,7.0,,1.0,,,
27063,a,2011,government,education institution,infrastructure software,surveillance and security,new development,multi,4gl,proprietary agile platform,223.0,m1,116,131,0.6,0.6,15.2,81.9,,4.2,1,,,agile development,,4,client server,yes,,,,,,web,,0,,,,2.0,,,,,,0.0,,,,163921.0,,
10317,a,2009,government,government,business application,business application,new development,proprietary,3gl,c#,524.0,s,26524,15292,40.8,42.0,14.0,128.1,,7.3,2,20.0,,agile development,,4,stand alone,no,,security/authentication,,,,,yes,0,,0.0,4.0,,,,,,,,,0.0,0.0,,,
