project_prf_year_of_project,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,process_pmf_docs,tech_tf_tools_used,project_prf_max_team_size,external_eef_organisation_type_electricity_gas_water,external_eef_organisation_type_energy,external_eef_organisation_type_government,external_eef_organisation_type_insurance,external_eef_organisation_type_utilities,project_prf_application_group_business_application,project_prf_application_group_infrastructure_software,project_prf_application_group_missing,project_prf_application_group_real_time_application,process_pmf_development_methodologies_agile_development,process_pmf_development_methodologies_joint_application_development_jad,process_pmf_development_methodologies_missing,process_pmf_development_methodologies_multifunctional_teams,process_pmf_development_methodologies_personal_software_process_psp,process_pmf_development_methodologies_spiral,process_pmf_development_methodologies_unified_process,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,external_eef_industry_sector_insurance,external_eef_industry_sector_utilities,project_prf_development_type_enhancement,project_prf_development_type_new_development,project_prf_development_type_re_development,tech_tf_development_platform_mf,tech_tf_development_platform_mr,tech_tf_development_platform_missing,tech_tf_development_platform_multi,tech_tf_development_platform_pc,tech_tf_development_platform_proprietary,tech_tf_language_type_3gl,tech_tf_language_type_4gl,tech_tf_language_type_5gl,tech_tf_language_type_apg,tech_tf_language_type_missing,functional_size_group_l_1000_2999,functional_size_group_m_100_999,functional_size_group_s_100,project_prf_relative_size_l,project_prf_relative_size_m1,project_prf_relative_size_m2,project_prf_relative_size_missing,project_prf_relative_size_s,project_prf_relative_size_xl,project_prf_relative_size_xs,project_prf_relative_size_xxs,project_prf_relative_size_xxxl,process_pmf_prototyping_used_missing,process_pmf_prototyping_used_yes,tech_tf_architecture_client_server,tech_tf_architecture_missing,tech_tf_architecture_multi_tier,tech_tf_architecture_multi_tier_client_server,tech_tf_architecture_multi_tier_with_web_public_interface,tech_tf_architecture_stand_alone,tech_tf_architecture_stand_alone_1,external_eef_data_quality_rating_a,external_eef_data_quality_rating_d,project_prf_team_size_group_3_4,project_prf_team_size_group_5_8,project_prf_team_size_group_61_70,project_prf_team_size_group_missing,project_prf_case_tool_used_don_t_know,project_prf_case_tool_used_missing,project_prf_case_tool_used_no,project_prf_case_tool_used_yes,tech_tf_client_server_don_t_know,tech_tf_client_server_missing,tech_tf_client_server_no,tech_tf_client_server_yes,tech_tf_dbms_used_missing,tech_tf_dbms_used_yes
2014,unknown,Missing,131.21169,2,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011,unknown,ASP.Net,42.636074,9,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,unknown,ASP.Net,115.00892,2,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,unknown,PL/SQL,581.8182,2,2,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,"calculation, quotation, insurance policy issue",Access,69.82277,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,unknown,COBOL,99.75676,5,0,,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,unknown,Java,241.96558,4,3,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2011,electronic data interchange,Java,96.55616,8,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2014,unknown,Java,328.13168,4,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,Java,60.576225,4,2,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,unknown,Java,250.25446,3,3,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,unknown,Java,365.44363,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,unknown,Missing,32.613934,2,0,,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,Oracle,156.31236,2,0,,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,workflow support & management,Missing,1118.0499,2,0,,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,unknown,COBOL,260.52267,2,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,Missing,618.7767,3,1,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,unknown,Missing,25.477823,7,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2007,unknown,Formspath,171.75316,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,unknown,.Net,17.590635,2,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,unknown,Missing,126.18007,2,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,unknown,Oracle,17.738022,4,0,,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,electronic data interchange,Missing,340.01877,2,1,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2015,customer relationship management,BRE,339.63654,2,1,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,unknown,Proprietary Agile Platform,323.84787,2,1,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,COBOL,394.97177,6,0,7.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,unknown,Missing,11.658634,11,0,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,unknown,Missing,7.119629,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,unknown,Missing,35.78979,5,2,,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,unknown,COBOL,86.48037,5,6,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,NATURAL,277.3553,4,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,unknown,COBOL,1110.1642,2,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,new screen design,Missing,39.881485,2,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,electronic data interchange,Missing,633.51373,4,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2015,mobile application,Missing,92.401474,2,1,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,missing,.Net,537.3604,3,0,,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,unknown,Java,38.17466,4,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,unknown,Missing,361.92853,6,0,,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,unknown,Missing,52.861008,3,8,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,online analysis and reporting,iOS,89.49296,8,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
