isbsg_project_id,external_eef_data_quality_rating,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_group,project_prf_application_type,project_prf_development_type,tech_tf_development_platform,tech_tf_language_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,project_prf_case_tool_used,process_pmf_development_methodologies,process_pmf_prototyping_used,process_pmf_docs,tech_tf_architecture,tech_tf_client_server,tech_tf_client_roles,tech_tf_server_roles,tech_tf_type_of_server,tech_tf_client/server_description,tech_tf_web_development,tech_tf_dbms_used,tech_tf_tools_used,people_prf_project_user_involvement,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_1_yr,people_prf_it_experience_1_to_3_yr,people_prf_it_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,project_prf_total_project_cost,project_prf_cost_currency,project_prf_currency_multiple
32692,D,2010,Wholesale & Retail,community services; government,Business Application,hospital information system,Re-development,PC,3GL,C++,,,35,35,1.1,1.4,,230.2,,1.9,41-50,11.0,Yes,agile development,Yes,20,Multi-tier with web public interface,No,,,,,Web,,0,,,,,,,,,,1.0,,,0.0,,"Canada, dollar",
26585,B,2010,Electronics & Computers,"financial, property & business services",Infrastructure Software,student & tests management,New Development,PC,3GL,Oracle,129.0,S,7479,5213,12.9,14.3,17.7,49.0,18.0,12.3,3-4,,Yes,agile development,Yes,1,Multi-tier with web public interface,Yes,,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,,0,,,,,,,,,,0.0,,0.0,,175644.0,"European, euro",
25559,B,2013,Education,medical and health care,Business Application,surveillance and security,Enhancement,MR,3GL,Oracle,20.0,S,5662,4220,66.8,68.8,,3.6,,5.4,9-14,16.0,Yes,agile development,Yes,1,Stand alone,,,,,,,,0,,,,,,,,0.0,,,,,,,"European, euro",
11278,B,2013,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,business application,Enhancement,PC,3GL,ABAP,3.0,XXS,9,11,23.2,22.9,0.1,0.2,0.5,2.3,1,9.0,No,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,7.0,,,,,,"European, euro",
27333,B,2010,Banking,banking,Business Application,complex process control; workflow support & management,Enhancement,,3GL,Proprietary Agile Platform,14.0,S,673,518,46.5,46.5,,0.5,0.6,11.1,5-8,,No,agile development,Yes,7,Stand alone,,,,,,,Yes,0,,,5.0,8.0,,,,1.0,,,,,,34298.0,"Canada, dollar",
13384,D,2009,Utilities,"banking; communications; community services; construction; defence; education institution; financial, property & business services; government; manufacturing; medical and health care; professional; real estate & property; transport & storage; wholesale & retail trade",Business Application,data or database management,Re-development,PC,3GL,Oracle,928.0,XL,6317,4487,0.8,1.1,0.0,633.1,,2.7,2,33.0,Yes,agile development; iterative,Yes,20,Multi-tier with web public interface,No,web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,,0,,2.0,8.0,0.0,,,,,,3.0,,1.0,0.0,,"United States, dollar","Yes 10,000"
26034,B,2012,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,19.0,M1,9,9,0.5,0.5,,4.9,6.1,7.4,1,2.0,Yes,agile development,Yes,1,,,,,,,Web,Yes,0,,,,,,,,,,,,,,306008.0,"European, euro",
32692,B,2013,Government,aerospace / automotive,Business Application,business application,Enhancement,PC,3GL,JavaScript,3.0,S,9,10,,27.4,,0.3,,2.0,,,Yes,agile development,Yes,6,Stand alone,,web public interface,,,,Web,,0,,,5.0,,,,,,,,,,,,"European, euro",
15558,C,2012,Service Industry,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,131.0,S,4622,3689,22.9,24.4,,2.7,,7.8,,,Yes,agile development,Yes,3,Stand alone,Yes,,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,,Yes,1,,0.0,8.0,,,,,0.0,8.0,,31.0,1.0,,,"European, euro",
15148,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,16.0,S,126,78,9.3,10.8,0.1,11.8,,4.5,1,3.0,No,agile development,Yes,5,Stand alone,,,,,,Web,Yes,0,,,,,,,,,,,12.0,,0.0,,"European, euro",
10317,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,6.0,S,1046,770,18.8,20.3,1.2,0.8,0.3,8.8,5-8,,No,agile development,Yes,1,,,,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,,Yes,0,,,,8.0,,,,,,,,0.0,,49782.0,"European, euro",
11278,B,2015,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,New Development,PC,3GL,Proprietary Agile Platform,4.0,S,9,9,1.0,1.2,,12.2,1.6,1.1,1,,No,agile development,Yes,20,Client server,,,,,,,,0,,,,,,,,,,,,,,,"Canada, dollar","Yes 10,000"
15558,B,2011,Education,"financial, property & business services",Business Application,security controls,New Development,PC,3GL,Proprietary Agile Platform,844.0,M2,10201,5158,1.4,1.8,21.1,298.9,252.6,13.8,5-8,,Yes,agile development,Yes,10,Multi-tier with web public interface,,web public interface,,,,Web,,0,,0.0,,,,,,,3.0,0.0,11.0,,0.0,,"European, euro",
27063,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,,3GL,.Net,,M1,1549,1120,3.6,4.7,2.4,69.9,56.4,5.7,1,2.0,Yes,agile development,Yes,20,Stand alone,,web public interface,,,,Web,Yes,0,,,,,,,,,6.0,,,,,,"European, euro","Yes 10,000"
26608,B,2014,Government,consumer goods,Business Application,surveillance and security,Enhancement,MR,4GL,Oracle,11.0,M1,9,10,3.5,4.0,,33.1,20.7,1.9,1,5.0,No,agile development,Yes,1,,,,,,,,,0,,,,,,,,,,,,,,,"European, euro",
17275,D,2007,Utilities,community services; government,Business Application,analysis management,Re-development,Proprietary,3GL,Proprietary Agile Platform,2214.0,XL,46702,31281,13.1,15.4,,527.2,,15.6,61-70,39.0,Yes,agile development,Yes,20,Multi-tier with web public interface,No,data entry & validation; data retrieval & presentation; run a computer-human interface; web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,0,,1.0,0.0,,,,,1.0,,1.0,,1.0,0.0,202258.0,"Canada, dollar",
31103,B,2008,Service Industry,"education institution; electricity, gas, water; ieee",Business Application,electronic data interchange,New Development,PC,3GL,Oracle,308.0,M1,9965,5892,5.0,6.0,72.2,58.2,,13.8,,6.0,No,agile development,Yes,1,Stand alone,Yes,data entry & validation; data retrieval & presentation; web/html browser,,,,,Yes,0,,,,,,,,,6.0,,,,,77042.0,"Canada, dollar",
32010,B,2015,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,business application,Enhancement,PC,3GL,.Net,48.0,S,28,27,1.3,1.8,0.5,7.9,22.1,2.9,1,,Yes,agile development,Yes,20,Client server,,,database server; html/web server,,,Web,,0,,,,,,,,,,,,,,,"European, euro","Yes 10,000"
10279,B,2010,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,Oracle,379.0,M1,1850,1231,0.6,0.6,,25.1,74.4,,1,3.0,No,agile development,Yes,1,Stand alone,,,,,,,Yes,0,,8.0,,,,,,,4.0,,,1.0,,,"European, euro",
23265,B,2013,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,,3GL,Oracle,68.0,S,242,275,4.0,4.8,,48.2,17.2,4.8,1,3.0,Yes,agile development,Yes,7,Stand alone,,,,,,,Yes,0,,,,,,,,,,4.0,,,0.0,180287.0,"European, euro",
25559,C,2008,Manufacturing,consumer goods,Infrastructure Software,content management system; dynamic website,New Development,Multi,3GL,.Net,1210.0,XL,18439,13219,1.9,2.6,8.2,162.2,184.6,14.1,41-50,9.0,Yes,agile development,Yes,1,Client server,Yes,,,,,Web,Yes,0,,,3.0,,,,,,2.0,18.0,,0.0,0.0,,"European, euro",
14525,A,2009,Electronics & Computers,high tech,Business Application,"catalogue/register of things or events; customer billing; financial transaction process/accounting; job, case, incident, project management; management or performance reporting; mathematical modelling; online analysis and reporting; workflow support & management",New Development,Multi,3GL,.Net,1737.0,L,39266,22391,8.3,9.8,,268.5,27.4,,2,26.0,Yes,agile development,Yes,20,Client server,No,web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,,1,,1.0,8.0,,,,,5.0,,0.0,,0.0,0.0,190974.0,"European, euro",
30466,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,12.0,XXS,183,149,6.3,6.8,103.4,1.1,5.0,12.2,1,,No,agile development,Yes,1,Stand alone,,,,,,,Yes,0,,,,,,,,,12.0,,16.0,,0.0,195037.0,"European, euro",
32296,A,2013,Government,"education institution; electricity, gas, water; ieee",Business Application,content management system; dynamic website,Enhancement,PC,3GL,.Net,1590.0,M1,17434,6401,2.3,2.9,,309.4,332.1,13.5,1,2.0,Yes,agile development,Yes,20,Stand alone,,,,,,,Yes,0,,,,,,,,,,,,0.0,,175155.0,"European, euro",
10572,B,2010,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,43.0,S,990,365,20.1,20.5,,10.7,,13.7,,5.0,Yes,agile development,Yes,19,Client server,Yes,,database server; html/web server,,,Web,Yes,1,,0.0,4.0,,,,,4.0,,4.0,,0.0,,,"European, euro",
14319,B,2012,Education,biotech,Business Application,analysis management,Re-development,Proprietary,4GL,Proprietary Agile Platform,693.0,L,170,68,0.5,0.5,,509.3,204.8,6.0,,,Yes,agile development,Yes,19,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,4.0,,,0.0,,,"European, euro",
31166,B,2011,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,business application,Enhancement,PC,3GL,.Net,6.0,S,1037,1005,50.8,50.2,,0.3,0.5,10.3,9-14,4.0,Yes,agile development,Yes,1,Stand alone,Yes,data entry & validation; data retrieval & presentation; web/html browser,,,,,Yes,0,,,,,,,,5.0,,,,,,,"European, euro",
25081,D,2009,Utilities,energy,Business Application,student & tests management,New Development,MR,3GL,C++,885.0,L,10684,5499,8.0,9.5,,530.8,137.8,7.8,2,,Yes,agile development; personal software process (psp); unified process,Yes,20,Multi-tier with web public interface,No,business logic or rule processing; data entry & validation; data retrieval & presentation; run a computer-human interface,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,,0,,0.0,4.0,,,,,,2.0,,3.0,2.0,,,"United States, dollar",
11801,A,2011,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Infrastructure Software,business application,Enhancement,MR,3GL,PL/I,120.0,M1,6555,4555,74.3,75.3,2.0,41.6,53.7,1.9,3-4,28.0,Yes,agile development; iterative,Yes,2,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,0.0,,4.0,33.0,0.0,,,"Canada, dollar","Yes 10,000"
15011,A,2009,Manufacturing,government,Business Application,electronic data interchange,New Development,PC,3GL,C++,142.0,S,9692,4892,43.0,43.3,17.1,,9.0,10.6,3-4,,Yes,agile development,Yes,6,Multi-tier with web public interface,No,web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,1,,,,,,,,0.0,8.0,,,1.0,0.0,25535.0,"United States, dollar",
12664,D,2009,Utilities,government,Infrastructure Software,web-based application,Re-development,Proprietary,3GL,Java,573.0,L,15992,9940,20.6,22.5,0.2,129.9,,5.7,61-70,,Yes,agile development,Yes,13,Multi-tier with web public interface,No,business logic or rule processing; database server; run a computer-human interface,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,,0,,5.0,,5.0,,,,22.0,,4.0,,1.0,0.0,,"European, euro",
27500,B,2012,Government,government,Business Application,business application,Enhancement,PC,3GL,.Net,198.0,S,13939,7676,72.9,74.5,,50.5,11.2,0.9,5-8,,Yes,agile development,Yes,7,,Yes,web/html browser,,,,,,0,,0.0,4.0,,,,,,,1.0,,,2.0,,"European, euro","Yes 10,000"
26585,B,2012,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,auditing management,Enhancement,PC,3GL,.Net,109.0,S,44,25,0.5,0.5,56.0,20.4,,17.7,,2.0,Yes,agile development,Yes,7,Stand alone,,,,,,Web,,0,,,,4.0,,,,,,,21.0,,,,"European, euro",
26195,B,2013,Banking,government,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,37.0,XXS,111,76,2.1,3.0,0.9,1.2,,16.0,1,3.0,Yes,agile development,Yes,20,Stand alone,,,,,,,Yes,1,,0.0,5.0,,,,,1.0,,,6.0,,1.0,,"European, euro",
18118,C,2009,Electronics & Computers,all industry organization types,Business Application,data or database management,New Development,MR,3GL,Java,214.0,M2,19123,12523,68.2,70.4,,13.2,9.7,5.6,61-70,,Yes,agile development,Yes,1,Multi-tier with web public interface,Yes,data entry & validation; data retrieval & presentation; web/html browser,database server; html/web server,,,Web,,0,,8.0,,,,,,1.0,4.0,,,0.0,,,"European, euro",
21837,B,2011,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Infrastructure Software,promotions,New Development,PC,3GL,Proprietary Agile Platform,212.0,M1,2634,1368,6.7,7.3,25.5,47.3,17.4,3.0,,,Yes,agile development,Yes,2,Multi-tier with web public interface,,web/html browser,,,,Web,,0,,,,,,,,,,1.0,11.0,,,239195.0,"European, euro",
14345,B,2014,Banking,government,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,204.0,S,3614,1842,14.8,16.4,,88.2,144.1,3.0,1,4.0,Yes,agile development,Yes,6,Client server,,,,,,Web,,0,,,,,,,,,,,27.0,,,,"European, euro","Yes 10,000"
22347,D,2011,Utilities,high tech,Infrastructure Software,customer relationship management,Re-development,Proprietary,3GL,Proprietary Agile Platform,769.0,L,16489,11321,7.0,9.1,0.0,242.1,,1.3,61-70,,Yes,agile development,Yes,1,Multi-tier with web public interface,Yes,,,,,Web,,0,,0.0,,,,,,,,,,,,,"European, euro","Yes 10,000"
10572,A,2009,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,business application,Enhancement,PC,3GL,Oracle,116.0,S,11759,8841,23.0,25.0,16.0,6.0,,13.3,,7.0,Yes,agile development,Yes,1,Client server,Yes,data entry & validation; data retrieval & presentation; run a computer-human interface; security; web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,1,,,1.0,6.0,,,,,,,,1.0,0.0,152842.0,"European, euro",
30621,B,2013,Government,"education institution; electricity, gas, water; ieee",Business Application,data warehouse system; financial transaction process/accounting; management or performance reporting,Enhancement,PC,3GL,.Net,286.0,M1,345,307,0.5,0.5,2.8,374.5,145.8,2.6,1,,Yes,agile development,Yes,2,Stand alone,,,,,,,Yes,0,,,,,,,,,,,,0.0,,,"Canada, dollar","Yes 10,000"
11278,D,2008,Education,medical and health care,Business Application,auditing management,Enhancement,PC,3GL,C++,693.0,L,16263,7963,9.1,10.9,31.5,98.0,93.7,7.7,2,,Yes,agile development,Yes,20,Multi-tier with web public interface,No,,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,1,,2.0,8.0,5.0,,,,5.0,3.0,,,0.0,,,"United States, dollar",
11278,A,2008,Banking,government,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,48.0,XXS,2948,1992,33.0,34.0,101.6,0.2,,19.0,1,9.0,Yes,agile development,Yes,16,Stand alone,No,data entry & validation; data retrieval & presentation; run a computer-human interface; web/html browser,database server; html/web server,,,,Yes,3,,5.0,4.0,,,,,8.0,,4.0,23.0,2.0,0.0,,"European, euro",
