isbsg_project_id,external_eef_data_quality_rating,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_group,project_prf_application_type,project_prf_development_type,tech_tf_development_platform,tech_tf_language_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,_case_tool_used,process_pmf_development_methodologies,process_pmf_prototyping_used,process_pmf_docs,tech_tf_architecture,tech_tf_client_server,tech_tf_client_roles,tech_tf_server_roles,tech_tf_type_of_server,tech_tf_web_development,tech_tf_dbms_used,tech_tf_tools_used,people_prf_project_user_involvement,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_1_yr,people_prf_it_experience_1_to_3_yr,people_prf_it_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,project_prf_total_project_cost,project_prf_cost_currency,project_prf_currency_multiple
14592,b,2004,financial,"financial, property & business services",business application,financial transaction process/accounting; client server,enhancement,multi,4gl,,,m1,1074.0,1074,,,,,,10.2,,,,,,3,yes,,,client server,,,,0.0,,,,,,,,,,,,,,,,
14596,b,2014,insurance,insurance,business application,unknown,enhancement,,,,112.0,m1,280.0,280,2.5,2.5,,80.0,,1.4,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
14597,b,2013,medical & health care,medical and health care,,not recorded,enhancement,,,,8.0,xxs,10997.0,10997,1374.6,1374.6,,0.3,0.0,27.0,61-70,64.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,478059.0,"united states, dollar",no
14598,a,2008,communication,communications,real-time application,telecom & network management,enhancement,mr,3gl,c,196.0,m1,3264.0,3264,16.7,16.7,,21.8,3.1,9.0,5-8,7.0,,,,17,yes,business logic or rule processing; data retrieval & presentation,database server; ftp server; messaging server; object/component server,,,web,yes,2.0,,,3.0,,,,,6.0,1.0,,6.0,0.0,0.0,,"united states, dollar",
14604,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,6.0,xxs,838.0,838,139.7,139.7,,0.5,0.0,11.0,31-40,33.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,52735.0,"united states, dollar",no
14605,b,2005,government,government,business application,"document management; financial transaction process/accounting; image, video or sound processing",new development,multi,3gl,visual basic,364.0,m2,20664.0,37877,56.8,104.1,,10.8,0.5,33.6,21-30,22.0,no,,,15,yes,,,,,web,yes,4.0,,,5.0,5.0,,,,6.0,10.0,6.0,10.0,0.0,0.0,,,
14614,b,2010,manufacturing,manufacturing,business application,providing management,enhancement,,3gl,java,161.0,m1,,820,,5.1,0.0,32.2,,5.0,,,yes,,,8,yes,,,client server,client server,,yes,4.0,,,,,,,,,,,,,,,,
14621,b,2008,service industry,food processing,business application,financial transaction process/accounting; customer billing,new development,pc,3gl,c++,23.0,xs,248.0,248,10.8,10.8,173.9,15.3,5.1,1.5,3-4,3.0,no,agile development,,15,no,,,,,,yes,2.0,,,2.0,1.0,,,,1.0,1.0,1.0,20.0,0.0,0.0,4871.0,"canada, dollar",
14630,b,2003,financial,"financial, property & business services",business application,financial transaction process/accounting; client server,enhancement,multi,4gl,,,s,500.0,500,,,,,,3.4,,,,,,3,yes,,,client server,,,,0.0,,,,,,,,,,,,,,,,
14631,b,2008,insurance,insurance,,,enhancement,mf,3gl,cobol,240.0,m1,1845.0,1845,7.7,7.7,,44.4,,5.4,,,,,,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
14632,b,2015,communication,telecommunications,business application,online. esales,enhancement,multi,,,62.0,s,937.0,937,15.1,15.1,,15.1,,4.1,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,web,,0.0,,,,,,,,,,,,,,,,
14637,b,2001,,,,,enhancement,multi,,ejb,176.0,m1,1562.0,1562,8.9,8.9,,53.3,,3.3,,,yes,waterfall incl linear processing & ssadm,,3,yes,,,c/s,,,yes,1.0,,,,,,,,,,,,,,,,
14641,a,2005,service industry,community services,business application,workflow support & management,new development,multi,3gl,c#,235.0,m1,5374.0,5374,22.9,22.9,,21.4,5.3,11.0,3-4,4.0,,,,15,yes,data retrieval & presentation; web/html browser,database server; object/component server,,,,yes,3.0,,4.0,0.0,0.0,,,,1.0,3.0,0.0,5.0,0.0,0.0,,,
14644,b,2010,manufacturing,manufacturing,business application,factory reporting,enhancement,mr,3gl,php,84.0,s,,1246,,14.8,35.7,12.0,,7.0,,,yes,,,8,yes,,,client server,client server,,yes,4.0,,,,,,,,,,,,,3.0,,,
14645,a,1995,financial,"financial, property & business services",business application,transaction/production system,enhancement,mf,3gl,cobol,67.0,s,252.0,252,3.8,3.8,,9.6,,7.0,,,no,,,5,no,,,,,,,7.0,,,,,,,,,,,,,,,,
14648,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,22.0,xs,13690.0,13690,622.3,622.3,,1.5,0.0,15.0,101+,104.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,576911.0,"united states, dollar",no
14649,a,1999,government,public administration; community services; insurance,business application,transaction/production system,enhancement,mf,3gl,cobol,72.0,s,381.0,423,5.3,5.9,0.0,36.0,12.0,2.0,3-4,3.0,yes,,,5,no,,,,,,yes,8.0,yes,,,,,,,,,,,,,,,
14653,b,2010,manufacturing,manufacturing,business application,parts documentation,new development,mr,3gl,pl/i,158.0,m1,,3670,,23.2,0.0,20.8,,7.6,,,,,,8,yes,,,client server,client server,,yes,2.0,,,,,,,,,,,,,,,,
14654,b,2002,insurance,insurance,business application,sales contact management,new development,multi,3gl,visual basic,539.0,m2,5975.0,5975,11.1,11.1,,114.7,,4.7,,,no,waterfall incl linear processing & ssadm,,3,yes,,,c/s,,,yes,0.0,,,,,,,,,,,,,,,,
14655,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,6.0,xxs,459.0,459,76.5,76.5,,0.3,0.0,19.0,31-40,31.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,21305.0,"united states, dollar",no
14656,b,2013,medical & health care,medical and health care,,not recorded,enhancement,,,,46.0,s,2962.0,2962,64.4,64.4,,2.1,0.0,22.0,41-50,50.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,202885.0,"united states, dollar",no
14658,b,1999,communication,communications,,,enhancement,,,,301.0,m2,4581.0,4581,15.2,15.2,,75.3,5.8,4.0,9-14,13.0,,,,4,,,,,,,,0.0,yes,,,,,,,,,,,,,,,
14660,b,1999,,,business application,management information system,re-development,mf,3gl,cobol,249.0,m1,,4000,,16.1,,9.6,4.8,26.0,2,2.0,,,,3,no,,,,,,yes,0.0,don't know,,,,,,,,,,,0.0,,,,
14664,a,1993,manufacturing,manufacturing,,,enhancement,mf,apg,telon,546.0,m2,2201.0,2362,4.0,4.3,,68.3,9.8,8.0,5-8,7.0,,,,2,,,,,,,yes,0.0,,,,,,,,,,,,,,,,
14665,b,2008,government,government,mathematically-intensive application,mathematical modelling finance or eng.; online analysis and reporting,re-development,multi,4gl,abap,610.0,m2,5329.0,5329,8.7,8.7,24.6,38.1,4.8,16.0,5-8,8.0,,,,14,yes,data retrieval & presentation; web/html browser; security,database server; file &/or print server; html/web server; mail server; security/authentication,,,web,yes,0.0,,,,,,,,,,,,,,,,
14673,b,2006,communication,communications,real-time application,embedded system/real-time application,enhancement,multi,3gl,,,s,3017.0,3017,,,,,,,,,,waterfall incl linear processing & ssadm,,3,yes,,,,,,yes,0.0,,,,,,,,,,,,,,,,
14675,b,1998,,,,,new development,,3gl,c,118.0,m1,3190.0,3190,27.0,27.0,,14.8,2.5,8.0,5-8,6.0,yes,,,4,,,,,,,,1.0,,,,,,,,,,,,,,,,
14680,b,2009,manufacturing,manufacturing,business application,website for parts selling,enhancement,mf,3gl,java,299.0,m1,,7210,,24.1,36.8,24.5,,12.2,,,yes,,,8,no,,,multi-tier with web public interface,multi-tier with web public interface,,yes,4.0,,,,,,,,,,,,,2.0,,,
14685,b,1998,communication,telecommunication,business application,transaction/production system,enhancement,,4gl,oracle,,m1,3502.0,4219,,,,,,8.0,,,no,,,2,yes,,,,,,,0.0,,,,,,,,,,,,,,,,
14690,b,1999,,,business application,transaction/production system,enhancement,mf,4gl,focus,121.0,m1,1672.0,1672,13.8,13.8,,14.1,4.7,8.6,3-4,3.0,no,,,2,no,,,,,,yes,0.0,,,,,,,,,,,,,,,,
14691,b,2014,insurance,insurance,business application,unknown,enhancement,,,,98.0,s,1263.0,1263,12.9,12.9,,16.3,,6.0,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
14696,b,2000,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3gl,pl/i,24.0,xs,480.0,480,20.0,20.0,,9.2,,2.6,,,yes,waterfall incl linear processing & ssadm,,3,don't know,,,,,,yes,1.0,,,,,,,,,,,,,,,,
14698,b,2009,manufacturing,manufacturing,business application,quality of purchasing,enhancement,multi,4gl,abap,714.0,m2,,6091,,8.5,4.2,51.0,,14.0,,,yes,,,8,yes,,,client server,client server,,yes,4.0,,,,,,,,,,,,,0.0,,,
14700,b,2015,communication,telecommunications,mathematically intensive application,customer relationship management,enhancement,multi,3gl,pl/sql,79.0,s,841.0,841,10.6,10.6,,12.0,,6.6,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
14701,b,2015,communication,telecommunications,business application,geo information management,enhancement,multi,3gl,java,110.0,m1,1740.0,1740,15.8,15.8,,28.2,,3.9,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
14703,b,2005,government,government; public administration,business application,management or performance reporting,new development,pc,3gl,c#,,,3854.0,3854,,,,,,7.0,5-8,5.0,yes,,,1,yes,,,browser-server architecture,,,yes,1.0,,,,,,,,,,,,,,,,
14706,b,2006,,,business application,financial transaction process/accounting,enhancement,multi,4gl,.net,,m1,440.0,440,,,,,,1.9,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
14712,b,2001,insurance,insurance,business application,financial transaction process/accounting,enhancement,multi,3gl,visual basic,385.0,m2,7352.0,7352,19.1,19.1,,124.2,,3.1,,,no,waterfall incl linear processing & ssadm,,3,yes,,,c/s,,,yes,0.0,,,,,,,,,,,,,,,,
14713,b,2012,communication,telecommunications,business application,customer relationship management,enhancement,multi,3gl,java,190.0,m1,6954.0,6954,36.6,36.6,,46.3,,4.1,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
14715,b,2015,communication,telecommunications,business application,online. esales,enhancement,multi,,,62.0,s,790.0,790,12.7,12.7,,12.9,,4.8,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,web,,0.0,,,,,,,,,,,,,,,,
14717,b,2002,manufacturing,manufacturing,,,new development,multi,3gl,c++,273.0,m1,1568.0,1568,5.7,5.7,,54.6,,5.0,,,,,,4,,,,,,,,2.0,,,,,,,,,,,,,,,,
14722,b,2008,medical & health care,medical and health care,infrastructure software,system software,new development,pc,3gl,c,,s,3049.0,3049,,,,,,14.5,,,,,,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
14727,b,2007,insurance,insurance,,,enhancement,mf,3gl,cobol,89.0,s,1821.0,1821,20.5,20.5,,16.5,,5.4,,,,waterfall incl linear processing & ssadm,,8,,,,,,,,2.0,,,,,,,,,,,,,,,,
14728,b,2006,,,business application,financial transaction process/accounting,new development,multi,3gl,java,,m1,2301.0,2301,,,,,,5.5,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
14729,b,2011,manufacturing,manufacturing,business application,parts selling,enhancement,mf,3gl,java,67.0,s,,866,,12.9,0.0,14.3,,4.7,,,yes,,,8,no,,,mainframe,mainframe,,yes,4.0,,,,,,,,,,,,,0.0,,,
14731,b,2006,construction,construction,infrastructure software,operating system or software utility,new development,pc,3gl,java,,,1300.0,1300,,,,,,2.5,3-4,4.0,yes,,,2,yes,,,client-server architecture,,,,2.0,,,,,,,,,,,,,,,,
14735,b,2007,government,government; defence,business application,reporting,enhancement,mf,3gl,cobol,174.0,m1,3130.0,3130,18.0,18.0,0.0,8.1,,21.6,,,,,,2,no,,,,,,,0.0,,,,,,,,,,,,,,137035.0,"united states, dollar",no
14739,b,2001,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3gl,pl/i,28.0,xs,21.0,21,0.8,0.8,,9.3,,3.0,,,no,waterfall incl linear processing & ssadm,,3,don't know,,,,,,yes,0.0,,,,,,,,,,,,,,,,
14746,b,2012,government,government,business application,business application,new development,,4gl,.net,113.0,m1,553.0,553,4.9,4.9,0.0,32.3,,3.5,,,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,35360.0,"european, euro",no
14747,b,2000,manufacturing,manufacturing,real-time application,complex process control,new development,mf,3gl,cobol,286.0,m1,390.0,390,1.4,1.4,,,,,,,no,waterfall incl linear processing & ssadm,,3,don't know,,,,,,yes,0.0,,,,,,,,,,,,,,,,
14748,b,2004,,,,,enhancement,,,,89.0,s,1477.0,1477,16.6,16.6,,29.7,,3.0,,,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,,,
14749,b,2007,government,government; defence,business application,financial transaction process/accounting,enhancement,mf,3gl,cobol,26.0,xs,577.0,577,22.2,22.2,0.0,1.2,,21.6,,,,,,2,no,,,,,,,0.0,,,,,,,,,,,,,,30074.0,"united states, dollar",no
14752,b,2004,,,business application,financial application area,enhancement,multi,4gl,,112.0,m1,930.0,930,8.3,8.3,,35.0,,3.2,,,,,,2,yes,,,client server,,,yes,0.0,,,,,,,,,,,,,,,,
14753,b,2013,insurance,insurance,business application,unknown,enhancement,,3gl,cobol,313.0,m2,4082.0,4082,13.0,13.0,,156.5,,2.0,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
14757,b,2002,wholesale & retail,billing,business application,billing,enhancement,mf,3gl,c,615.0,m2,17688.0,17688,28.8,28.8,,,,,,,,,,2,,,,,,,yes,0.0,,,,,,,,,,,,,,,,
14758,b,2002,insurance,insurance,business application,financial transaction process/accounting,enhancement,multi,3gl,visual basic,97.0,s,3862.0,3862,39.8,39.8,,29.4,,3.3,,,no,waterfall incl linear processing & ssadm,,3,yes,,,c/s,,,yes,0.0,,,,,,,,,,,,,,,,
14760,b,2013,communication,telecommunications,business application,customer relationship management,enhancement,multi,3gl,java,364.0,m2,1617.0,1617,4.4,4.4,,46.7,,7.8,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
14763,b,1999,manufacturing,manufacturing,,,new development,pc,3gl,visual basic,1292.0,l,2141.0,2141,1.7,1.7,,71.8,,18.0,,,,,yes,4,,,,,,,,2.0,,,,,,,,,,,,,,,,
14764,b,1995,banking,banking,business application,management information system,enhancement,mf,3gl,cobol,57.0,s,1179.0,1179,20.7,20.7,,,,,,,no,,,5,no,,,,,,yes,9.0,,,,,,,,,,,,,,,,
14768,b,1996,banking,banking,business application,management information system,enhancement,mr,4gl,natural,381.0,m2,,1723,,4.5,2.6,,,,,,yes,joint application development jad,,5,,,,,,,yes,5.0,,,,,,,,,,,,,,,,
14769,b,2002,insurance,insurance,business application,financial transaction process/accounting,enhancement,pc,3gl,java,1753.0,l,7368.0,7368,4.2,4.2,,584.3,32.5,3.0,15-20,18.0,no,waterfall incl linear processing & ssadm,,3,,,,web,,web,yes,0.0,,,,,,,,,,,,,,,,
14779,a,2005,government,government,business application,management or performance reporting,new development,multi,3gl,java,430.0,m2,2891.0,2891,6.7,6.7,0.0,39.1,7.8,11.0,5-8,5.0,,,,14,yes,run a computer-human interface; data entry & validation; data retrieval & presentation; web/html browser,database server; file &/or print server; html/web server; object/component server; security/authentication,,,web,yes,6.0,,1.0,,4.0,,,,1.0,3.0,1.0,6.0,0.0,0.0,,,
14780,b,2015,communication,telecommunications,business application,geographic information system,enhancement,multi,,,108.0,m1,671.0,671,6.2,6.2,,22.5,,4.8,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
14782,a,2005,government,government,business application,financial transaction process/accounting; management or performance reporting,enhancement,multi,3gl,c#,827.0,m2,1593.0,1593,1.9,1.9,3.6,103.4,20.7,8.0,5-8,5.0,no,,,11,yes,run a computer-human interface,database server; security/authentication,,,,yes,2.0,,1.0,,4.0,,,,1.0,,4.0,3.0,0.0,0.0,,,
14783,b,2006,,,business application,financial transaction process/accounting,enhancement,multi,4gl,.net,,xs,561.0,561,,,,,,2.1,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
14784,b,2004,financial,"financial, property & business services",business application,financial transaction process/accounting; client server,enhancement,multi,4gl,,,s,162.0,162,,,,,,3.5,,,,,,3,yes,,,client server,,,,0.0,,,,,,,,,,,,,,,,
14789,a,1999,communication,communications,real-time application,telecom & network management,enhancement,mr,4gl,oracle,313.0,m2,2963.0,2963,9.5,9.5,,62.6,10.4,5.0,5-8,6.0,,,yes,5,,,,,,,yes,2.0,yes,,,,,,,,,,,,,,,
14793,a,2006,government,government,business application,management of licences and permits,enhancement,mf,apg,cool:gen,72.0,s,721.0,721,10.0,10.0,13.9,10.0,,7.2,,,,,,8,,,,,,,,0.0,,,,,,,,,,,,,,,,
14799,a,2007,government,government,business application,management of licences and permits,enhancement,mf,apg,cool:gen,69.0,s,2112.0,2112,30.6,30.6,14.5,2.4,,28.6,,,,,,8,,,,,,,,0.0,,,,,,,,,,,,,,,,
14805,b,2005,communication,communications,mathematically-intensive application,relatively complex application,enhancement,mf,3gl,,208.0,m1,1284.0,1284,6.2,6.2,,,,,,,,waterfall incl linear processing & ssadm,,3,,,,,,,yes,0.0,,,,,,,,,,,,,,,,
14806,b,1995,insurance,insurance,business application,management information system,new development,mf,apg,telon,1033.0,l,7475.0,8076,7.2,7.8,,51.7,8.6,20.0,5-8,6.0,,,,5,no,,,,,,yes,5.0,,,,,,,6.0,,,,,,,,,
14807,b,2002,government,public administration,,,new development,multi,4gl,oracle,831.0,m2,2483.0,2483,3.0,3.0,,69.3,,12.0,,,yes,waterfall incl linear processing & ssadm,,3,,,,,,,,2.0,,,,,,,,,,,,,,,,
14809,a,2005,government,government,business application,management of licences and permits,enhancement,mf,apg,cool:gen,41.0,s,658.0,658,16.0,16.0,0.0,6.8,,6.0,,,,,,9,,,,,,,,0.0,,,,,,,,,,,,,,,,
14810,b,2006,government,government,business application,catalogue/register of things or events; customer relationship management,enhancement,pc,4gl,oracle,1415.0,l,18552.0,19875,13.1,14.0,,707.5,9.6,2.0,71-80,74.0,,,,3,,,,,,,yes,0.0,,,,,,,,,,,,,,,,
14816,b,2011,manufacturing,manufacturing,business application,follow up of car failure,enhancement,mr,3gl,java,316.0,m2,,4523,,14.3,6.3,26.3,,12.0,,,yes,,,8,yes,,,client server,client server,,yes,4.0,,,,,,,,,,,,,0.0,,,
14820,b,2005,,,,web-based application,new development,pc,3gl,javascript,,,14160.0,15804,,,,,,13.4,15-20,15.0,,,,0,,,,,,web,,0.0,,,,,,,,,,,,,,,,
14827,b,2013,government,government,business application,business application,enhancement,,3gl,php,117.0,m1,1533.0,1533,13.1,13.1,0.0,11.6,3.9,10.1,3-4,3.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,160860.0,"european, euro",no
14831,a,2007,electronics & computers,computers & software,,,enhancement,mf,3gl,pl/i,47.0,s,690.0,690,14.7,14.7,0.0,9.4,1.3,5.0,5-8,7.0,,waterfall incl linear processing & ssadm,,2,,,,,,,,2.0,,,,,,,,,,,,,0.0,,,
14832,b,2007,financial,"financial, property & business services",business application,electronic data interchange,new development,mf,3gl,c++,316.0,m2,23760.0,23760,75.2,75.2,,10.5,1.8,30.0,5-8,6.0,no,unified process,,11,yes,,,,,,,0.0,,,,5.0,,,,,4.0,4.0,,0.0,0.0,,,
14834,b,2004,insurance,insurance,,,enhancement,mf,3gl,pl/i,175.0,m1,893.0,893,5.1,5.1,,29.2,,6.0,,,,waterfall incl linear processing & ssadm,,4,,,,,,,,2.0,,,,,,,,,,,,,,,,
14837,b,2002,financial,"financial, property & business services",business application,financial transaction process/accounting,enhancement,,,,191.0,m1,818.0,818,4.3,4.3,,,,,,,,,,2,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
14857,b,2002,government,public administration,,,new development,multi,3gl,java,345.0,m2,618.0,618,1.8,1.8,,86.3,,4.0,,,,,,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
14863,a,2003,government,government,business application,catalogue/register of things or events; electronic data interchange; online analysis and reporting; legislation and consideration of building cases,new development,pc,3gl,c#,494.0,m2,8706.0,8706,17.6,17.6,0.0,23.5,1.7,21.0,9-14,14.0,no,,,14,yes,,,,,,yes,3.0,,6.0,1.0,4.0,,,,0.0,2.0,9.0,10.0,0.0,1.0,,,
14864,b,2013,medical & health care,medical and health care,,not recorded,enhancement,,,,61.0,s,2931.0,2931,48.0,48.0,,2.9,0.1,21.0,41-50,49.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,122710.0,"united states, dollar",no
14871,b,1998,communication,telecommunication,business application,transaction/production system,enhancement,,4gl,oracle,,m2,2413.0,2907,,,,,,4.0,,,no,,,2,yes,,,,,,,0.0,,,,,,,,,,,,,,,,
14878,b,1999,electronics & computers,engineering; research & development; software development; client/server architecture for language services,business application,management information system; linguistic software,new development,pc,,,111.0,m1,,98,,0.9,,85.4,,1.3,,,,,,2,,,,,,,yes,0.0,,,,,,,,,,,,,,,,
14879,b,2005,communication,communications,mathematically-intensive application,relatively complex application,enhancement,mf,3gl,,271.0,m1,3303.0,3303,12.2,12.2,,,,,,,,waterfall incl linear processing & ssadm,,3,,,,,,,yes,0.0,,,,,,,,,,,,,,,,
14881,b,2015,insurance,insurance,business application,unknown,enhancement,,,,80.0,s,507.0,507,6.3,6.3,,18.2,,4.4,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
14883,a,2001,electronics & computers,computers & software,infrastructure software,graphics & publishing tools or system,new development,pc,3gl,java,79.0,s,388.0,408,4.9,5.2,75.9,26.3,,3.0,,,yes,,,14,yes,run a computer-human interface; data entry & validation; data retrieval & presentation,database server; html/web server,,,web,yes,5.0,,,,5.0,,,,,3.0,2.0,,0.0,0.0,,,
14886,b,2002,,maintenance,,maintenance,enhancement,mf,3gl,c++,165.0,m1,15339.0,15339,93.0,93.0,,,,,,,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,,,
14890,b,2000,defence,defence,business application,office information system,enhancement,pc,3gl,c++,,l,5829.0,5829,,,,,,,,,no,multifunctional teams,,4,yes,,,"lan based; client: presentation, processing, data",lan based,,yes,0.0,no,,,,,,,,,,,,,,"united states, dollar",
14896,b,2002,communication,telecommunication,,,new development,multi,3gl,,347.0,m2,1082.0,1082,3.1,3.1,,8.7,,40.0,,,,,yes,4,,,,,,,,2.0,,,,,,,,,,,,,,,,
14897,b,2013,communication,telecommunications,business application,data warehouse system,enhancement,multi,3gl,shell,325.0,m2,1326.0,1326,4.1,4.1,,130.0,,2.5,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
14900,b,2014,communication,telecommunications,business application,broadband application,enhancement,multi,,,113.0,m1,1844.0,1844,16.3,16.3,,29.7,,3.8,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
