isbsg_project_id,external_eef_data_quality_rating,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_group,project_prf_application_type,project_prf_development_type,tech_tf_development_platform,tech_tf_language_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_speed_of_delivery,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,_case_tool_used,process_pmf_development_methodologies,process_pmf_docs,tech_tf_architecture,tech_tf_dbms_used,tech_tf_tools_used
11404,b,2004,Missing,Missing,Missing,Missing,enhancement,Missing,3GL,cobol,299.0,m1,1989.0,1989,6.7,6.7,199.3,1.5,Missing,,Missing,Missing,2,Missing,Missing,0.0
11405,b,2014,communication,telecommunications,business application,enterprise management,enhancement,multi,3GL,java,57.0,s,3826.0,3826,67.1,67.1,13.0,4.4,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
11409,b,2007,government,defence; government,business application,reporting,enhancement,mf,3GL,cobol,16.0,xs,456.0,456,28.5,28.5,0.7,21.6,Missing,,Missing,Missing,2,no,Missing,0.0
11414,b,2000,professional services,Missing,business application,executive information system,enhancement,mr,3GL,abf,,l,202386.0,202386,,,,,Missing,,don't know,timeboxing,4,yes,yes,5.0
11417,a,2000,communication,communications,business application,transaction/production system,enhancement,Missing,4GL,natural,114.0,m1,3583.0,3583,31.4,31.4,7.6,15.0,5-8,8.0,Missing,Missing,4,Missing,Missing,0.0
11420,b,1998,Missing,Missing,Missing,Missing,new development,Missing,Missing,Missing,99.0,s,340.0,340,3.4,3.4,49.5,2.0,1,1.0,don't know,Missing,4,Missing,Missing,0.0
11421,b,2004,Missing,Missing,business application,financial application area,enhancement,multi,3GL,java,6.0,xxs,36.0,36,6.0,6.0,30.0,0.2,Missing,,Missing,Missing,2,Missing,yes,0.0
11425,b,1994,banking,banking,business application,transaction/production system,new development,mf,3GL,cobol,142.0,m1,3090.0,3433,21.8,24.2,15.8,9.0,5-8,6.0,don't know,Missing,5,don't know,yes,6.0
11436,b,1999,banking,banking,business application,sales contact management,new development,mr,3GL,c,599.0,m2,9058.0,9058,15.1,15.1,74.9,8.0,Missing,,no,waterfall incl linear processing & ssadm,3,Missing,yes,0.0
11438,b,2006,Missing,Missing,business application,financial transaction process/accounting,enhancement,multi,4GL,.net,,s,573.0,573,,,,1.1,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,yes,0.0
11440,b,2011,manufacturing,manufacturing,business application,cars selling,enhancement,mr,3GL,java,63.0,s,,1587,,25.2,14.7,4.3,Missing,,yes,Missing,8,yes,yes,4.0
11441,b,1991,utilities,"electricity, gas, water",business application,management information system,re-development,mf,3GL,cobol,244.0,m1,5148.0,6384,21.1,26.2,,,Missing,,yes,Missing,5,don't know,yes,4.0
11444,b,1991,mining,oil,Missing,Missing,new development,mf,3GL,pl/i,1510.0,l,6972.0,6972,4.6,4.6,55.9,27.0,3-4,3.0,Missing,Missing,2,Missing,Missing,0.0
11445,b,1999,Missing,Missing,Missing,Missing,enhancement,Missing,4GL,visual c++,441.0,m2,454.0,454,1.0,1.0,63.0,7.0,3-4,4.0,don't know,Missing,4,Missing,Missing,0.0
11453,b,2005,communication,communications,mathematically-intensive application,relatively complex application,enhancement,mf,3GL,Missing,27.0,xs,449.0,449,16.6,16.6,,,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,yes,0.0
11455,b,2003,insurance,insurance,Missing,Missing,enhancement,mf,3GL,cobol,59.0,s,389.0,389,6.6,6.6,29.5,2.0,Missing,,Missing,waterfall incl linear processing & ssadm,4,Missing,Missing,2.0
11458,a,2000,communication,communications,business application,electronic data interchange,new development,mr,3GL,c++,312.0,m2,395.0,395,1.3,1.3,156.0,2.0,Missing,,Missing,rapid application development rad,4,yes,yes,2.0
11462,b,2000,banking,banking,business application,financial transaction process/accounting,new development,mf,3GL,pl/i,250.0,m1,6069.0,6069,24.3,24.3,83.3,3.0,Missing,,no,waterfall incl linear processing & ssadm,3,don't know,yes,0.0
11464,b,2013,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,12.0,xs,799.0,799,66.6,66.6,1.7,7.0,5-8,6.0,Missing,Missing,2,Missing,Missing,0.0
11465,a,1996,wholesale & retail,wholesale & retail trade,business application,transaction/production system,new development,pc,4GL,powerbuilder,112.0,m1,406.0,406,3.6,3.6,14.0,8.0,1,1.0,no,Missing,4,no,yes,0.0
11467,b,2012,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,152.0,m1,12696.0,12696,83.5,83.5,13.8,11.0,51-60,59.0,Missing,Missing,2,Missing,Missing,0.0
11468,b,2002,banking,banking,Missing,Missing,new development,mf,4GL,easytrieve,114.0,m1,2373.0,2373,20.8,20.8,4.8,24.0,Missing,,Missing,waterfall incl linear processing & ssadm,8,Missing,Missing,2.0
11473,b,2015,communication,telecommunications,business application,integration,enhancement,Missing,3GL,tibco,103.0,m1,2144.0,2144,20.8,20.8,21.0,4.9,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
11474,b,1995,financial,"financial, property & business services",business application,transaction/production system,enhancement,mr,3GL,cobol,195.0,m1,,1717,,8.8,65.0,3.0,5-8,6.0,no,Missing,4,no,yes,7.0
11476,b,2003,financial,"financial, property & business services",business application,client server; financial transaction process/accounting,enhancement,multi,4GL,Missing,,s,181.0,181,,,,3.2,Missing,,Missing,Missing,3,yes,Missing,0.0
11480,b,2004,Missing,Missing,Missing,Missing,enhancement,Missing,4GL,asp,33.0,s,491.0,491,14.9,14.9,,,Missing,,Missing,Missing,2,Missing,Missing,0.0
11484,b,1999,manufacturing,manufacturing,Missing,Missing,enhancement,mf,3GL,pl/i,144.0,m1,34.0,558,0.2,3.9,36.0,4.0,3-4,4.0,Missing,Missing,2,Missing,yes,4.0
11489,b,2010,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,107.0,m1,7511.0,7511,70.2,70.2,11.9,9.0,81-90,83.0,Missing,Missing,2,Missing,Missing,0.0
11493,b,2011,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,10.0,xs,1675.0,1675,167.5,167.5,0.8,13.0,41-50,47.0,Missing,Missing,2,Missing,Missing,0.0
11496,b,2010,manufacturing,manufacturing,business application,management of registration number,enhancement,mr,3GL,java,79.0,s,,2286,,28.9,14.1,5.6,Missing,,Missing,Missing,8,yes,yes,2.0
11497,b,2012,banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,business application,surveillance and security,enhancement,pc,3GL,c#,31.0,s,88.0,88,2.8,2.8,2.6,12.0,1,1.0,Missing,agile development,6,Missing,yes,2.0
11500,b,2001,communication,Missing,real-time application,telecom & network management,enhancement,pc,3GL,c,142.0,m1,13981.0,13981,98.5,98.5,8.9,16.0,Missing,,Missing,Missing,3,Missing,Missing,0.0
11503,b,1998,Missing,Missing,Missing,Missing,enhancement,Missing,3GL,c,99.0,s,1200.0,1200,12.1,12.1,12.4,8.0,2,2.0,don't know,Missing,4,Missing,Missing,0.0
11504,b,1999,service industry,recreation & personnel services,Missing,Missing,new development,pc,4GL,oracle,2189.0,l,12593.0,12593,5.8,5.8,377.4,5.8,Missing,,no,waterfall incl linear processing & ssadm,3,don't know,yes,0.0
11509,b,2012,communication,telecommunications,real-time application,embedded software-simple device control; online analysis and reporting; telecom & network management,enhancement,multi,3GL,c++,204.0,m1,7805.0,7805,38.3,38.3,29.1,7.0,5-8,8.0,Missing,Missing,6,Missing,yes,2.0
11510,a,2009,electronics & computers,computers & software,Missing,Missing,enhancement,mf,3GL,pl/i,30.0,s,3099.0,3099,103.3,103.3,5.0,6.0,9-14,12.0,Missing,incremental,3,Missing,Missing,2.0
11512,b,1999,communication,communications,Missing,Missing,enhancement,Missing,Missing,Missing,409.0,m2,554.0,554,1.4,1.4,102.3,4.0,2,2.0,Missing,Missing,4,Missing,Missing,0.0
11523,b,2001,manufacturing,manufacturing,Missing,Missing,enhancement,mf,3GL,pl/i,32.0,s,1543.0,1543,48.2,48.2,5.3,6.0,3-4,4.0,Missing,Missing,2,Missing,yes,6.0
11527,b,2014,communication,telecommunications,business application,data warehouse system,enhancement,multi,3GL,shell,151.0,m1,2810.0,2810,18.6,18.6,30.8,4.9,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
11528,b,2013,communication,telecommunications,business application,enterprise management,enhancement,multi,3GL,java,147.0,m1,2098.0,2098,14.3,14.3,35.9,4.1,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
11531,b,2006,Missing,Missing,business application,financial transaction process/accounting,new development,multi,3GL,java,,m1,2451.0,2451,,,,5.9,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,yes,0.0
11532,b,2006,manufacturing,manufacturing,real-time application,embedded system/real-time application,enhancement,multi,3GL,Missing,,m1,1209.0,1209,,,,,Missing,,Missing,waterfall incl linear processing & ssadm,3,yes,yes,0.0
11534,a,2000,communication,communications,business application,management information system,enhancement,Missing,4GL,sql,198.0,m1,2151.0,2151,10.9,10.9,24.8,8.0,5-8,5.0,Missing,Missing,5,Missing,Missing,2.0
11536,b,2008,government,defence; government,business application,financial transaction process/accounting,enhancement,mf,3GL,cobol,20.0,xs,350.0,350,17.5,17.5,1.3,15.0,Missing,,Missing,Missing,2,no,Missing,0.0
11537,b,2014,communication,telecommunications,business application,integration,enhancement,multi,3GL,tibco,58.0,s,263.0,263,4.5,4.5,6.1,9.5,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
11538,b,2004,financial,"financial, property & business services",business application,client server; financial transaction process/accounting,enhancement,multi,4GL,Missing,,m2,2115.0,2115,,,,2.5,Missing,,Missing,Missing,3,yes,Missing,0.0
11539,b,1997,insurance,insurance,business application,transaction/production system,enhancement,mf,3GL,cobol,101.0,m1,,1042,,10.3,25.3,4.0,Missing,,no,Missing,4,no,yes,2.0
11543,a,2006,government,government,Missing,middleware,new development,mf,3GL,pl/i,324.0,m2,5499.0,5499,17.0,17.0,32.4,10.0,9-14,12.0,Missing,Missing,15,no,yes,3.0
11547,b,1996,Missing,Missing,Missing,Missing,new development,mf,3GL,c++,,m2,,9357,,,,,Missing,,Missing,Missing,3,yes,Missing,0.0
11549,b,2000,communication,communications,business application,transaction/production system,enhancement,mf,3GL,cobol,22.0,xs,458.0,716,20.8,32.5,11.0,2.0,Missing,,Missing,Missing,4,no,Missing,0.0
11550,a,2002,service industry,service,Missing,Missing,new development,pc,4GL,sql,,Missing,1230.0,1230,,,,12.0,5-8,5.0,Missing,Missing,0,Missing,yes,4.0
11558,b,1997,banking,banking,business application,catalogue/register of things or events,new development,mf,3GL,cobol,103.0,m1,7808.0,7808,75.8,75.8,2.6,39.0,Missing,,yes,waterfall incl linear processing & ssadm,3,don't know,yes,1.0
11560,b,1998,insurance,insurance,business application,"job, case, incident, project management",new development,multi,4GL,visual basic,1044.0,l,4181.0,4181,4.0,4.0,104.4,10.0,Missing,,no,waterfall incl linear processing & ssadm,3,yes,yes,0.0
11566,b,2009,manufacturing,manufacturing,business application,quality of factory,enhancement,multi,4GL,sql,1414.0,l,,5348,,3.8,117.8,12.0,Missing,,Missing,Missing,8,yes,yes,2.0
11569,b,2013,communication,telecommunications,business application,financial transaction process/accounting,enhancement,multi,4GL,abap,64.0,s,2537.0,2537,39.6,39.6,8.2,7.8,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
11578,b,1997,Missing,Missing,Missing,Missing,new development,pc,3GL,smalltalk,180.0,m1,,4775,,26.5,18.0,10.0,Missing,,Missing,Missing,3,yes,Missing,0.0
11588,b,2004,Missing,Missing,business application,financial application area,enhancement,multi,4GL,Missing,25.0,xs,358.0,358,14.3,14.3,12.5,2.0,Missing,,Missing,Missing,2,yes,yes,0.0
11589,a,2008,electronics & computers,computers & software,Missing,Missing,new development,pc,4GL,abap,28.0,xs,1037.0,1037,37.0,37.0,5.6,5.0,3-4,4.0,Missing,incremental,4,yes,Missing,2.0
11591,b,1998,communication,telecommunication,business application,management information system,enhancement,Missing,4GL,oracle,,m1,1623.0,1955,,,,2.0,Missing,,no,Missing,2,yes,Missing,0.0
11592,a,1993,manufacturing,manufacturing,Missing,Missing,enhancement,mf,APG,telon,67.0,s,,471,,7.0,8.4,8.0,9-14,11.0,Missing,Missing,2,Missing,yes,0.0
11595,b,2002,insurance,insurance,business application,financial transaction process/accounting,enhancement,multi,3GL,visual basic,83.0,s,2280.0,2280,27.5,27.5,20.8,4.0,Missing,,no,waterfall incl linear processing & ssadm,3,yes,yes,0.0
11600,b,2013,banking,banking,business application,business application,new development,Missing,4GL,Missing,33.0,s,88.0,88,2.7,2.7,22.0,1.5,Missing,,Missing,Missing,2,Missing,Missing,0.0
11601,b,2003,insurance,insurance,Missing,Missing,enhancement,multi,APG,cool:gen,57.0,s,1183.0,1183,20.8,20.8,4.8,12.0,Missing,,Missing,Missing,3,Missing,Missing,0.0
11605,b,2003,communication,communications,mathematically-intensive application,complex process control; geographic or spatial information system,new development,pc,4GL,visual c++,76.0,s,715.0,1117,9.4,14.7,38.0,2.0,Missing,,Missing,Missing,9,Missing,Missing,0.0
11619,a,1994,manufacturing,manufacturing,business application,decision support system,enhancement,mr,3GL,c,182.0,m1,,700,,3.8,36.4,5.0,1,1.0,no,Missing,5,Missing,yes,2.0
11621,b,2011,manufacturing,manufacturing,business application,training management,new development,mr,3GL,php,372.0,m2,,2916,,7.8,62.0,6.0,Missing,,Missing,Missing,8,yes,yes,2.0
11622,b,2015,communication,telecommunications,business application,online. esales,enhancement,multi,Missing,Missing,294.0,m1,4449.0,4449,15.1,15.1,81.7,3.6,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
11623,b,2010,manufacturing,manufacturing,business application,after sales parts documentation,new development,pc,3GL,java,333.0,m2,,5661,,17.0,24.1,13.8,Missing,,yes,Missing,8,yes,Missing,4.0
11626,b,2004,communication,telecommunication,Missing,protocols,new development,pc,3GL,c,,Missing,7676.0,8097,,,,8.7,9-14,11.0,Missing,Missing,0,Missing,Missing,0.0
11628,a,2000,communication,communications,business application,office information system,enhancement,mr,4GL,oracle,121.0,m1,698.0,698,5.8,5.8,60.5,2.0,3-4,3.0,Missing,Missing,5,Missing,yes,0.0
11639,b,1999,insurance,insurance,Missing,Missing,new development,mr,APG,cool:gen,457.0,m2,6274.0,6274,13.7,13.7,38.1,12.0,Missing,,Missing,Missing,5,Missing,Missing,2.0
11640,b,2010,manufacturing,manufacturing,business application,customer management,enhancement,Missing,3GL,java,134.0,m1,,2283,,17.0,21.6,6.2,Missing,,yes,Missing,8,yes,yes,4.0
11641,a,2010,education,education institution; research,business application,catalogue/register of things or events; document management,re-development,pc,3GL,java,791.0,m2,1103.0,1103,1.4,1.4,60.8,13.0,2,2.0,yes,Missing,15,yes,yes,6.0
11642,b,2010,manufacturing,manufacturing,Missing,Missing,new development,mr,3GL,php,212.0,m1,,1269,,6.0,29.4,7.2,Missing,,Missing,Missing,8,yes,yes,2.0
11644,b,2004,Missing,Missing,Missing,Missing,enhancement,Missing,4GL,powerbuilder,115.0,m1,479.0,479,4.2,4.2,29.5,3.9,Missing,,Missing,Missing,2,Missing,Missing,0.0
11647,a,2006,service industry,post/mail services,business application,Missing,new development,multi,3GL,java,748.0,m2,16088.0,16088,21.5,21.5,93.5,8.0,Missing,,Missing,Missing,3,yes,Missing,0.0
11648,b,2004,Missing,Missing,business application,financial application area,enhancement,multi,3GL,java,165.0,m1,1056.0,1056,6.4,6.4,20.6,8.0,Missing,,Missing,Missing,2,Missing,yes,0.0
11651,b,2003,financial,"financial, property & business services",business application,client server; financial transaction process/accounting,enhancement,multi,4GL,Missing,,xs,51.0,51,,,,0.5,Missing,,Missing,Missing,3,yes,Missing,0.0
11658,b,2002,construction,engineering,business application,customisation add-ons to a product data management system,enhancement,multi,3GL,c++,273.0,m1,699.0,699,2.6,2.6,24.8,11.0,Missing,,Missing,Missing,2,yes,yes,0.0
11670,b,2004,government,government,business application,"document management; financial transaction process/accounting; image, video or sound processing",enhancement,multi,3GL,visual basic,287.0,m1,10157.0,10157,35.4,35.4,10.4,27.6,Missing,,no,Missing,15,yes,yes,2.0
11681,b,2000,insurance,insurance,Missing,Missing,enhancement,mr,4GL,visualage,112.0,m1,1117.0,1117,10.0,10.0,11.2,10.0,Missing,,Missing,Missing,4,Missing,Missing,2.0
11686,b,2005,communication,communications,mathematically-intensive application,relatively complex application,enhancement,mf,3GL,Missing,7.0,xxs,94.0,94,13.4,13.4,,,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,yes,0.0
11687,b,2002,construction,construction,Missing,Missing,new development,multi,3GL,c++,495.0,m2,1538.0,1538,3.1,3.1,45.0,11.0,Missing,,Missing,waterfall incl linear processing & ssadm,4,Missing,Missing,2.0
11690,b,2006,Missing,Missing,business application,financial transaction process/accounting,new development,multi,3GL,java,,m1,461.0,461,,,,2.7,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,yes,0.0
11700,b,2012,communication,telecommunications,business application,integration,enhancement,Missing,3GL,tibco,175.0,m1,6616.0,6616,37.8,37.8,17.7,9.9,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
11701,b,2005,communication,communications,mathematically-intensive application,relatively complex application,enhancement,multi,3GL,Missing,118.0,m1,4485.0,4485,38.0,38.0,,,Missing,,Missing,waterfall incl linear processing & ssadm,3,yes,yes,0.0
11702,b,2010,manufacturing,manufacturing,business application,cars selling,enhancement,mr,3GL,java,134.0,m1,,2032,,15.2,16.1,8.3,Missing,,yes,Missing,8,yes,yes,4.0
11704,b,2004,Missing,Missing,Missing,Missing,enhancement,Missing,Missing,Missing,7.0,xxs,95.0,95,13.6,13.6,2.8,2.5,Missing,,Missing,Missing,2,yes,Missing,0.0
